user_id,session_id,session_date,session_time,device_type,user_segment,acquisition_channel,step_1_app_open,step_2_browse_menu,step_3_add_to_cart,step_4_checkout,step_5_payment,session_duration_minutes,order_value
user_000817,sess_20240101_000817,2024-01-21,13:53:00,iOS,Returning,Organic,1,1,0,0,0,3,
user_000818,sess_20240101_000818,2024-01-16,15:11:00,iOS,VIP,Organic,1,1,1,0,0,5,
user_000819,sess_20240101_000819,2024-01-30,15:39:00,Android,New,Email,1,0,0,0,0,9,
user_000820,sess_20240101_000820,2024-01-27,06:16:00,Android,VIP,Referral,1,1,0,0,0,5,
user_000821,sess_20240101_000821,2024-01-27,15:48:00,iOS,New,Referral,1,1,1,1,1,8,10.0
user_000822,sess_20240101_000822,2024-01-28,17:34:00,iOS,Returning,Referral,1,1,1,1,1,8,37.88
user_000823,sess_20240101_000823,2024-01-22,10:57:00,iOS,Returning,Paid Social,1,0,0,0,0,2,
user_000824,sess_20240101_000824,2024-01-23,17:31:00,Android,Returning,Email,1,1,1,1,0,6,
user_000825,sess_20240101_000825,2024-01-06,13:17:00,iOS,New,Email,1,0,0,0,0,1,
user_000826,sess_20240101_000826,2024-01-06,20:08:00,iOS,VIP,Organic,1,1,1,1,0,6,
user_000827,sess_20240101_000827,2024-01-19,16:34:00,iOS,New,Paid Social,1,1,1,0,0,4,
user_000828,sess_20240101_000828,2024-01-13,23:34:00,iOS,Returning,Email,1,1,0,0,0,1,
user_000829,sess_20240101_000829,2024-01-21,07:33:00,Android,New,Organic,1,0,0,0,0,6,
user_000830,sess_20240101_000830,2024-01-01,06:26:00,Android,New,Paid Social,1,0,0,0,0,2,
user_000831,sess_20240101_000831,2024-01-06,14:32:00,iOS,Returning,Paid Social,1,1,1,0,0,8,
user_000832,sess_20240101_000832,2024-01-07,10:56:00,Android,Returning,Paid Social,1,1,0,0,0,5,
user_000833,sess_20240101_000833,2024-01-17,03:26:00,iOS,Returning,Organic,1,0,0,0,0,4,
user_000834,sess_20240101_000834,2024-01-06,21:34:00,iOS,New,Email,1,1,0,0,0,3,
user_000835,sess_20240101_000835,2024-01-31,07:05:00,iOS,VIP,Organic,1,1,1,1,1,15,84.73
user_000836,sess_20240101_000836,2024-01-11,05:13:00,Android,New,Email,1,1,0,0,0,1,
user_000837,sess_20240101_000837,2024-01-01,00:47:00,Android,VIP,Organic,1,1,1,0,0,2,
user_000838,sess_20240101_000838,2024-01-13,19:20:00,iOS,New,Email,1,1,1,0,0,3,
user_000839,sess_20240101_000839,2024-01-13,02:13:00,Android,Returning,Paid Social,1,0,0,0,0,1,
user_000840,sess_20240101_000840,2024-01-15,18:04:00,iOS,New,Organic,1,0,0,0,0,2,
user_000841,sess_20240101_000841,2024-01-20,14:03:00,Android,New,Organic,1,0,0,0,0,4,
user_000842,sess_20240101_000842,2024-01-14,10:19:00,Android,Returning,Paid Social,1,1,0,0,0,6,
user_000843,sess_20240101_000843,2024-01-24,16:42:00,iOS,New,Paid Social,1,0,0,0,0,2,
user_000844,sess_20240101_000844,2024-01-04,01:18:00,Android,Returning,Organic,1,1,0,0,0,1,
user_000845,sess_20240101_000845,2024-01-23,10:25:00,iOS,New,Organic,1,1,0,0,0,5,
user_000846,sess_20240101_000846,2024-01-28,11:23:00,iOS,New,Email,1,1,0,0,0,1,
user_000847,sess_20240101_000847,2024-01-22,06:03:00,iOS,New,Referral,1,0,0,0,0,8,
user_000848,sess_20240101_000848,2024-01-24,09:14:00,Android,Returning,Referral,1,1,1,1,1,8,37.43
user_000849,sess_20240101_000849,2024-01-22,21:53:00,iOS,New,Paid Social,1,1,0,0,0,4,
user_000850,sess_20240101_000850,2024-01-01,11:31:00,Android,Returning,Organic,1,1,0,0,0,1,
user_000851,sess_20240101_000851,2024-01-05,21:55:00,iOS,VIP,Paid Social,1,1,1,0,0,3,
user_000852,sess_20240101_000852,2024-01-30,05:09:00,Android,Returning,Paid Social,1,1,0,0,0,4,
user_000853,sess_20240101_000853,2024-01-26,17:37:00,Android,New,Organic,1,1,0,0,0,1,
user_000854,sess_20240101_000854,2024-01-09,05:35:00,iOS,VIP,Email,1,1,0,0,0,11,
user_000855,sess_20240101_000855,2024-01-13,07:34:00,iOS,Returning,Email,1,1,1,1,0,3,
user_000856,sess_20240101_000856,2024-01-14,18:29:00,iOS,New,Paid Social,1,1,0,0,0,5,
user_000857,sess_20240101_000857,2024-01-24,13:37:00,Android,Returning,Organic,1,0,0,0,0,2,
user_000858,sess_20240101_000858,2024-01-31,14:15:00,Android,New,Paid Social,1,1,0,0,0,6,
user_000859,sess_20240101_000859,2024-01-05,14:03:00,Android,New,Paid Social,1,1,1,0,0,3,
user_000860,sess_20240101_000860,2024-01-05,00:49:00,iOS,Returning,Organic,1,0,0,0,0,4,
user_000861,sess_20240101_000861,2024-01-25,20:37:00,Android,New,Email,1,1,0,0,0,1,
user_000862,sess_20240101_000862,2024-01-09,10:14:00,iOS,Returning,Paid Social,1,1,1,1,1,20,20.8
user_000863,sess_20240101_000863,2024-01-29,20:57:00,iOS,New,Paid Social,1,1,0,0,0,1,
user_000864,sess_20240101_000864,2024-01-14,16:17:00,Android,Returning,Email,1,1,0,0,0,4,
user_000865,sess_20240101_000865,2024-01-25,22:17:00,Android,Returning,Referral,1,1,1,0,0,5,
user_000866,sess_20240101_000866,2024-01-15,01:13:00,iOS,Returning,Paid Social,1,1,1,1,0,7,
user_000867,sess_20240101_000867,2024-01-13,14:15:00,Android,VIP,Email,1,1,1,0,0,5,
user_000868,sess_20240101_000868,2024-01-15,23:35:00,Android,Returning,Organic,1,1,0,0,0,5,
user_000869,sess_20240101_000869,2024-01-08,10:30:00,Android,New,Paid Social,1,1,0,0,0,6,
user_000870,sess_20240101_000870,2024-01-23,17:34:00,iOS,Returning,Referral,1,1,0,0,0,3,
user_000871,sess_20240101_000871,2024-01-26,04:05:00,iOS,New,Organic,1,1,1,0,0,1,
user_000872,sess_20240101_000872,2024-01-01,15:45:00,Android,VIP,Paid Social,1,1,0,0,0,4,
user_000873,sess_20240101_000873,2024-01-31,02:21:00,Android,Returning,Referral,1,0,0,0,0,3,
user_000874,sess_20240101_000874,2024-01-12,20:21:00,Android,Returning,Organic,1,1,0,0,0,1,
user_000875,sess_20240101_000875,2024-01-29,04:15:00,iOS,New,Organic,1,0,0,0,0,2,
user_000876,sess_20240101_000876,2024-01-04,10:25:00,iOS,Returning,Organic,1,0,0,0,0,14,
user_000877,sess_20240101_000877,2024-01-22,06:13:00,iOS,VIP,Paid Social,1,1,0,0,0,3,
user_000878,sess_20240101_000878,2024-01-29,01:40:00,Android,VIP,Paid Social,1,1,1,0,0,8,
user_000879,sess_20240101_000879,2024-01-02,14:09:00,iOS,New,Organic,1,0,0,0,0,6,
user_000880,sess_20240101_000880,2024-01-01,12:41:00,iOS,New,Organic,1,1,1,1,0,1,
user_000881,sess_20240101_000881,2024-01-19,00:34:00,Android,VIP,Paid Social,1,1,0,0,0,5,
user_000882,sess_20240101_000882,2024-01-05,04:57:00,iOS,Returning,Email,1,1,1,1,1,20,43.72
user_000883,sess_20240101_000883,2024-01-21,11:25:00,Android,VIP,Referral,1,1,1,0,0,4,
user_000884,sess_20240101_000884,2024-01-22,00:38:00,iOS,Returning,Paid Social,1,1,1,1,0,5,
user_000885,sess_20240101_000885,2024-01-20,04:40:00,Android,Returning,Organic,1,0,0,0,0,1,
user_000886,sess_20240101_000886,2024-01-19,04:33:00,Android,VIP,Organic,1,1,1,0,0,4,
user_000887,sess_20240101_000887,2024-01-30,19:34:00,iOS,New,Paid Social,1,0,0,0,0,1,
user_000888,sess_20240101_000888,2024-01-24,01:32:00,iOS,Returning,Organic,1,0,0,0,0,2,
user_000889,sess_20240101_000889,2024-01-03,06:02:00,iOS,Returning,Paid Social,1,0,0,0,0,3,
user_000890,sess_20240101_000890,2024-01-27,09:36:00,iOS,New,Email,1,0,0,0,0,3,
user_000891,sess_20240101_000891,2024-01-17,17:43:00,iOS,Returning,Paid Social,1,1,0,0,0,2,
user_000892,sess_20240101_000892,2024-01-27,12:53:00,iOS,Returning,Organic,1,1,0,0,0,7,
user_000893,sess_20240101_000893,2024-01-06,04:38:00,iOS,New,Email,1,0,0,0,0,7,
user_000894,sess_20240101_000894,2024-01-15,21:20:00,iOS,Returning,Organic,1,1,0,0,0,4,
user_000895,sess_20240101_000895,2024-01-13,08:20:00,iOS,Returning,Organic,1,1,0,0,0,9,
user_000896,sess_20240101_000896,2024-01-21,10:18:00,Android,New,Organic,1,0,0,0,0,6,
user_000897,sess_20240101_000897,2024-01-04,05:27:00,iOS,Returning,Referral,1,0,0,0,0,5,
user_000898,sess_20240101_000898,2024-01-09,06:00:00,Android,New,Paid Social,1,0,0,0,0,6,
user_000899,sess_20240101_000899,2024-01-27,04:57:00,Android,Returning,Organic,1,1,1,0,0,4,
user_000900,sess_20240101_000900,2024-01-03,12:25:00,iOS,New,Organic,1,1,1,0,0,3,
user_000901,sess_20240101_000901,2024-01-08,02:21:00,iOS,Returning,Paid Social,1,0,0,0,0,1,
user_000902,sess_20240101_000902,2024-01-09,18:20:00,Android,New,Organic,1,1,1,0,0,1,
user_000903,sess_20240101_000903,2024-01-07,01:53:00,iOS,Returning,Organic,1,1,1,0,0,1,
user_000904,sess_20240101_000904,2024-01-29,18:38:00,Android,New,Referral,1,1,0,0,0,8,
user_000905,sess_20240101_000905,2024-01-22,12:05:00,iOS,New,Paid Social,1,1,0,0,0,6,
user_000906,sess_20240101_000906,2024-01-23,11:08:00,iOS,Returning,Referral,1,1,0,0,0,2,
user_000907,sess_20240101_000907,2024-01-20,08:19:00,iOS,New,Organic,1,0,0,0,0,1,
user_000908,sess_20240101_000908,2024-01-19,23:28:00,iOS,New,Email,1,0,0,0,0,3,
user_000909,sess_20240101_000909,2024-01-24,19:20:00,iOS,New,Referral,1,1,0,0,0,3,
user_000910,sess_20240101_000910,2024-01-31,04:53:00,iOS,Returning,Organic,1,1,0,0,0,2,
user_000911,sess_20240101_000911,2024-01-07,13:02:00,iOS,Returning,Referral,1,1,0,0,0,3,
user_000912,sess_20240101_000912,2024-01-06,20:35:00,iOS,Returning,Referral,1,1,1,1,0,3,
user_000913,sess_20240101_000913,2024-01-04,21:25:00,Android,New,Organic,1,1,0,0,0,1,
user_000914,sess_20240101_000914,2024-01-13,10:05:00,iOS,New,Organic,1,0,0,0,0,7,
user_000915,sess_20240101_000915,2024-01-26,00:32:00,iOS,Returning,Paid Social,1,1,0,0,0,1,
user_000916,sess_20240101_000916,2024-01-19,18:46:00,Android,New,Organic,1,0,0,0,0,7,
user_000917,sess_20240101_000917,2024-01-18,16:47:00,Android,New,Referral,1,0,0,0,0,1,
user_000918,sess_20240101_000918,2024-01-22,11:03:00,iOS,New,Email,1,1,1,0,0,6,
user_000919,sess_20240101_000919,2024-01-23,08:28:00,Android,Returning,Organic,1,1,0,0,0,3,
user_000920,sess_20240101_000920,2024-01-16,00:53:00,iOS,Returning,Paid Social,1,1,0,0,0,2,
user_000921,sess_20240101_000921,2024-01-27,15:18:00,iOS,VIP,Email,1,1,0,0,0,3,
user_000922,sess_20240101_000922,2024-01-17,03:20:00,Android,Returning,Organic,1,1,0,0,0,9,
user_000923,sess_20240101_000923,2024-01-05,16:25:00,iOS,New,Paid Social,1,1,1,1,1,17,14.87
user_000924,sess_20240101_000924,2024-01-06,09:50:00,iOS,VIP,Email,1,1,0,0,0,3,
user_000925,sess_20240101_000925,2024-01-29,17:18:00,iOS,New,Organic,1,1,0,0,0,5,
user_000926,sess_20240101_000926,2024-01-11,21:53:00,Android,New,Referral,1,0,0,0,0,1,
user_000927,sess_20240101_000927,2024-01-03,06:45:00,iOS,New,Paid Social,1,1,1,0,0,5,
user_000928,sess_20240101_000928,2024-01-06,23:47:00,iOS,Returning,Organic,1,1,0,0,0,1,
user_000929,sess_20240101_000929,2024-01-04,10:27:00,iOS,New,Referral,1,1,0,0,0,1,
user_000930,sess_20240101_000930,2024-01-04,07:37:00,Android,VIP,Organic,1,0,0,0,0,3,
user_000931,sess_20240101_000931,2024-01-20,18:22:00,Android,Returning,Email,1,0,0,0,0,3,
user_000932,sess_20240101_000932,2024-01-14,07:03:00,Android,New,Referral,1,0,0,0,0,7,
user_000933,sess_20240101_000933,2024-01-24,05:51:00,iOS,New,Referral,1,1,0,0,0,5,
user_000934,sess_20240101_000934,2024-01-25,19:27:00,iOS,New,Organic,1,1,0,0,0,1,
user_000935,sess_20240101_000935,2024-01-28,18:29:00,Android,Returning,Referral,1,0,0,0,0,5,
user_000936,sess_20240101_000936,2024-01-04,00:59:00,iOS,New,Paid Social,1,1,0,0,0,4,
user_000937,sess_20240101_000937,2024-01-30,01:07:00,iOS,Returning,Referral,1,1,1,1,0,6,
user_000938,sess_20240101_000938,2024-01-16,04:35:00,iOS,Returning,Email,1,1,0,0,0,1,
user_000939,sess_20240101_000939,2024-01-08,01:47:00,iOS,Returning,Email,1,1,1,0,0,1,
user_000940,sess_20240101_000940,2024-01-26,21:30:00,iOS,Returning,Email,1,1,1,1,0,4,
user_000941,sess_20240101_000941,2024-01-29,04:34:00,iOS,VIP,Email,1,1,1,1,0,3,
user_000942,sess_20240101_000942,2024-01-23,20:44:00,iOS,New,Organic,1,0,0,0,0,1,
user_000943,sess_20240101_000943,2024-01-28,14:30:00,Android,New,Organic,1,0,0,0,0,2,
user_000944,sess_20240101_000944,2024-01-09,10:30:00,iOS,Returning,Paid Social,1,1,0,0,0,7,
user_000945,sess_20240101_000945,2024-01-03,16:29:00,iOS,New,Referral,1,0,0,0,0,7,
user_000946,sess_20240101_000946,2024-01-21,03:54:00,iOS,New,Email,1,0,0,0,0,3,
user_000947,sess_20240101_000947,2024-01-04,13:55:00,Android,New,Organic,1,1,0,0,0,4,
user_000948,sess_20240101_000948,2024-01-12,14:02:00,Android,Returning,Organic,1,0,0,0,0,5,
user_000949,sess_20240101_000949,2024-01-30,00:55:00,Android,New,Paid Social,1,0,0,0,0,11,
user_000950,sess_20240101_000950,2024-01-31,05:22:00,Android,Returning,Referral,1,1,1,1,1,13,30.6
user_000951,sess_20240101_000951,2024-01-28,21:30:00,iOS,VIP,Organic,1,1,1,0,0,1,
user_000952,sess_20240101_000952,2024-01-21,09:41:00,iOS,Returning,Referral,1,1,1,1,1,18,36.63
user_000953,sess_20240101_000953,2024-01-29,03:36:00,Android,Returning,Organic,1,1,0,0,0,7,
user_000954,sess_20240101_000954,2024-01-21,15:19:00,iOS,VIP,Organic,1,1,1,0,0,5,
user_000955,sess_20240101_000955,2024-01-25,11:26:00,iOS,New,Paid Social,1,1,0,0,0,3,
user_000956,sess_20240101_000956,2024-01-07,05:49:00,iOS,Returning,Organic,1,1,0,0,0,3,
user_000957,sess_20240101_000957,2024-01-31,08:03:00,Android,Returning,Paid Social,1,1,0,0,0,2,
user_000958,sess_20240101_000958,2024-01-03,08:26:00,iOS,Returning,Paid Social,1,1,0,0,0,1,
user_000959,sess_20240101_000959,2024-01-31,17:50:00,Android,New,Organic,1,0,0,0,0,5,
user_000960,sess_20240101_000960,2024-01-14,03:06:00,Android,New,Organic,1,1,0,0,0,4,
user_000961,sess_20240101_000961,2024-01-05,22:44:00,iOS,New,Organic,1,0,0,0,0,1,
user_000962,sess_20240101_000962,2024-01-26,04:24:00,Android,New,Referral,1,0,0,0,0,6,
user_000963,sess_20240101_000963,2024-01-04,02:32:00,iOS,Returning,Paid Social,1,1,0,0,0,1,
user_000964,sess_20240101_000964,2024-01-13,12:07:00,Android,New,Referral,1,1,0,0,0,5,
user_000965,sess_20240101_000965,2024-01-23,21:14:00,iOS,Returning,Email,1,1,0,0,0,1,
user_000966,sess_20240101_000966,2024-01-27,15:49:00,iOS,VIP,Organic,1,1,0,0,0,4,
user_000967,sess_20240101_000967,2024-01-08,14:19:00,Android,Returning,Organic,1,1,0,0,0,4,
user_000968,sess_20240101_000968,2024-01-08,03:50:00,Android,Returning,Referral,1,0,0,0,0,2,
user_000969,sess_20240101_000969,2024-01-25,20:12:00,Android,New,Email,1,1,1,0,0,1,
user_000970,sess_20240101_000970,2024-01-04,12:01:00,Android,VIP,Email,1,1,0,0,0,5,
user_000971,sess_20240101_000971,2024-01-16,16:49:00,iOS,New,Paid Social,1,1,1,0,0,4,
user_000972,sess_20240101_000972,2024-01-24,13:55:00,iOS,New,Referral,1,0,0,0,0,13,
user_000973,sess_20240101_000973,2024-01-30,12:52:00,iOS,New,Organic,1,0,0,0,0,1,
user_000974,sess_20240101_000974,2024-01-19,08:25:00,iOS,Returning,Email,1,1,1,1,1,9,99.88
user_000975,sess_20240101_000975,2024-01-14,18:52:00,iOS,VIP,Referral,1,1,1,1,0,3,
user_000976,sess_20240101_000976,2024-01-12,04:56:00,iOS,VIP,Email,1,1,0,0,0,2,
user_000977,sess_20240101_000977,2024-01-05,17:58:00,Android,Returning,Paid Social,1,1,1,1,1,18,18.62
user_000978,sess_20240101_000978,2024-01-07,02:25:00,Android,New,Referral,1,1,0,0,0,1,
user_000979,sess_20240101_000979,2024-01-22,20:24:00,Android,New,Referral,1,1,0,0,0,5,
user_000980,sess_20240101_000980,2024-01-02,10:12:00,iOS,New,Email,1,1,0,0,0,5,
user_000981,sess_20240101_000981,2024-01-02,10:30:00,iOS,New,Referral,1,0,0,0,0,3,
user_000982,sess_20240101_000982,2024-01-15,11:51:00,iOS,New,Paid Social,1,1,1,0,0,1,
user_000983,sess_20240101_000983,2024-01-30,18:44:00,Android,New,Paid Social,1,1,0,0,0,4,
user_000984,sess_20240101_000984,2024-01-25,21:27:00,iOS,Returning,Organic,1,1,1,1,1,28,47.65
user_000985,sess_20240101_000985,2024-01-04,20:14:00,iOS,Returning,Email,1,1,1,1,0,1,
user_000986,sess_20240101_000986,2024-01-10,23:37:00,iOS,New,Organic,1,1,0,0,0,1,
user_000987,sess_20240101_000987,2024-01-24,11:08:00,iOS,New,Email,1,1,0,0,0,3,
user_000988,sess_20240101_000988,2024-01-07,06:50:00,Android,New,Organic,1,0,0,0,0,5,
user_000989,sess_20240101_000989,2024-01-19,20:17:00,iOS,VIP,Referral,1,1,1,0,0,5,
user_000990,sess_20240101_000990,2024-01-06,08:11:00,Android,Returning,Referral,1,1,1,0,0,2,
user_000991,sess_20240101_000991,2024-01-04,10:33:00,Android,VIP,Paid Social,1,1,1,0,0,4,
user_000992,sess_20240101_000992,2024-01-15,14:44:00,Android,Returning,Email,1,1,1,0,0,7,
user_000993,sess_20240101_000993,2024-01-01,10:50:00,Android,Returning,Organic,1,1,0,0,0,1,
user_000994,sess_20240101_000994,2024-01-11,20:32:00,Android,New,Organic,1,1,0,0,0,3,
user_000995,sess_20240101_000995,2024-01-08,13:09:00,iOS,Returning,Organic,1,1,1,0,0,1,
user_000996,sess_20240101_000996,2024-01-02,01:34:00,Android,Returning,Paid Social,1,0,0,0,0,3,
user_000997,sess_20240101_000997,2024-01-07,10:21:00,Android,New,Organic,1,1,0,0,0,1,
user_000998,sess_20240101_000998,2024-01-21,15:47:00,iOS,New,Paid Social,1,1,0,0,0,1,
user_000999,sess_20240101_000999,2024-01-27,15:25:00,iOS,New,Organic,1,1,1,0,0,1,
user_001000,sess_20240101_001000,2024-01-27,20:38:00,Android,New,Referral,1,1,0,0,0,4,
user_001001,sess_20240101_001001,2024-01-22,14:22:00,iOS,New,Email,1,0,0,0,0,2,
user_001002,sess_20240101_001002,2024-01-18,22:28:00,iOS,VIP,Organic,1,1,0,0,0,6,
user_001003,sess_20240101_001003,2024-01-20,09:35:00,Android,New,Email,1,1,0,0,0,5,
user_001004,sess_20240101_001004,2024-01-18,23:25:00,Android,Returning,Referral,1,1,1,0,0,1,
user_001005,sess_20240101_001005,2024-01-04,22:47:00,iOS,VIP,Email,1,1,0,0,0,7,
user_001006,sess_20240101_001006,2024-01-07,08:15:00,iOS,Returning,Organic,1,1,0,0,0,6,
user_001007,sess_20240101_001007,2024-01-05,14:22:00,iOS,VIP,Referral,1,1,0,0,0,3,
user_001008,sess_20240101_001008,2024-01-07,00:39:00,iOS,New,Referral,1,1,0,0,0,8,
user_001009,sess_20240101_001009,2024-01-03,01:48:00,Android,New,Organic,1,0,0,0,0,4,
user_001010,sess_20240101_001010,2024-01-24,13:31:00,Android,Returning,Email,1,1,1,1,0,4,
user_001011,sess_20240101_001011,2024-01-10,01:41:00,Android,VIP,Email,1,1,1,1,1,28,88.38
user_001012,sess_20240101_001012,2024-01-28,23:35:00,Android,Returning,Paid Social,1,1,0,0,0,7,
user_001013,sess_20240101_001013,2024-01-15,08:09:00,iOS,New,Paid Social,1,1,0,0,0,1,
user_001014,sess_20240101_001014,2024-01-28,09:37:00,Android,Returning,Paid Social,1,1,0,0,0,4,
user_001015,sess_20240101_001015,2024-01-11,13:35:00,Android,Returning,Organic,1,1,0,0,0,6,
user_001016,sess_20240101_001016,2024-01-19,22:08:00,Android,Returning,Organic,1,1,0,0,0,2,
user_001017,sess_20240101_001017,2024-01-30,20:20:00,iOS,VIP,Paid Social,1,1,0,0,0,2,
user_001018,sess_20240101_001018,2024-01-26,22:50:00,Android,New,Referral,1,1,0,0,0,8,
user_001019,sess_20240101_001019,2024-01-12,05:17:00,Android,Returning,Email,1,1,1,0,0,3,
user_001020,sess_20240101_001020,2024-01-09,17:52:00,iOS,New,Paid Social,1,1,0,0,0,3,
user_001021,sess_20240101_001021,2024-01-19,18:51:00,iOS,Returning,Organic,1,1,1,0,0,4,
user_001022,sess_20240101_001022,2024-01-11,15:41:00,Android,New,Organic,1,1,0,0,0,6,
user_001023,sess_20240101_001023,2024-01-06,16:40:00,Android,Returning,Paid Social,1,0,0,0,0,6,
user_001024,sess_20240101_001024,2024-01-06,07:13:00,Android,VIP,Referral,1,1,1,1,1,8,111.0
user_001025,sess_20240101_001025,2024-01-06,07:55:00,Android,Returning,Email,1,1,0,0,0,1,
user_001026,sess_20240101_001026,2024-01-03,08:26:00,iOS,Returning,Paid Social,1,0,0,0,0,5,
user_001027,sess_20240101_001027,2024-01-30,13:31:00,Android,Returning,Organic,1,1,0,0,0,3,
user_001028,sess_20240101_001028,2024-01-31,06:37:00,Android,Returning,Referral,1,1,1,0,0,3,
user_001029,sess_20240101_001029,2024-01-05,02:57:00,Android,VIP,Organic,1,1,1,1,0,5,
user_001030,sess_20240101_001030,2024-01-29,15:39:00,Android,Returning,Organic,1,1,1,1,0,7,
user_001031,sess_20240101_001031,2024-01-22,02:34:00,iOS,Returning,Email,1,1,0,0,0,6,
user_001032,sess_20240101_001032,2024-01-21,01:03:00,iOS,Returning,Paid Social,1,1,1,1,1,20,64.99
user_001033,sess_20240101_001033,2024-01-14,10:32:00,iOS,Returning,Email,1,1,1,0,0,1,
user_001034,sess_20240101_001034,2024-01-19,21:19:00,iOS,New,Referral,1,1,0,0,0,1,
user_001035,sess_20240101_001035,2024-01-04,02:31:00,iOS,Returning,Organic,1,1,0,0,0,4,
user_001036,sess_20240101_001036,2024-01-09,20:31:00,iOS,Returning,Email,1,1,1,0,0,1,
user_001037,sess_20240101_001037,2024-01-13,09:18:00,iOS,Returning,Organic,1,1,0,0,0,3,
user_001038,sess_20240101_001038,2024-01-07,14:51:00,iOS,Returning,Email,1,0,0,0,0,3,
user_001039,sess_20240101_001039,2024-01-27,23:06:00,iOS,New,Paid Social,1,1,1,0,0,7,
user_001040,sess_20240101_001040,2024-01-31,04:37:00,iOS,New,Email,1,1,0,0,0,9,
user_001041,sess_20240101_001041,2024-01-15,21:58:00,Android,VIP,Paid Social,1,1,1,1,0,1,
user_001042,sess_20240101_001042,2024-01-17,12:21:00,Android,Returning,Referral,1,1,1,0,0,1,
user_001043,sess_20240101_001043,2024-01-17,03:52:00,iOS,New,Referral,1,1,1,1,0,6,
user_001044,sess_20240101_001044,2024-01-06,16:35:00,Android,VIP,Organic,1,1,0,0,0,3,
user_001045,sess_20240101_001045,2024-01-15,18:29:00,Android,VIP,Paid Social,1,0,0,0,0,1,
user_001046,sess_20240101_001046,2024-01-03,18:24:00,iOS,Returning,Referral,1,0,0,0,0,4,
user_001047,sess_20240101_001047,2024-01-23,21:02:00,Android,Returning,Email,1,0,0,0,0,2,
user_001048,sess_20240101_001048,2024-01-11,03:37:00,Android,Returning,Paid Social,1,1,0,0,0,2,
user_001049,sess_20240101_001049,2024-01-04,10:54:00,Android,VIP,Referral,1,1,1,0,0,1,
user_001050,sess_20240101_001050,2024-01-18,02:49:00,iOS,New,Referral,1,1,1,0,0,5,
user_001051,sess_20240101_001051,2024-01-14,13:34:00,iOS,Returning,Email,1,1,1,1,0,5,
user_001052,sess_20240101_001052,2024-01-13,09:58:00,iOS,VIP,Paid Social,1,1,1,1,0,5,
user_001053,sess_20240101_001053,2024-01-11,23:02:00,Android,Returning,Organic,1,0,0,0,0,2,
user_001054,sess_20240101_001054,2024-01-30,09:04:00,iOS,VIP,Paid Social,1,1,1,1,0,6,
user_001055,sess_20240101_001055,2024-01-10,12:35:00,Android,Returning,Paid Social,1,1,0,0,0,1,
user_001056,sess_20240101_001056,2024-01-26,19:01:00,iOS,VIP,Organic,1,1,0,0,0,3,
user_001057,sess_20240101_001057,2024-01-23,03:23:00,Android,Returning,Referral,1,0,0,0,0,6,
user_001058,sess_20240101_001058,2024-01-12,06:38:00,Android,Returning,Organic,1,0,0,0,0,7,
user_001059,sess_20240101_001059,2024-01-19,05:26:00,iOS,New,Email,1,1,0,0,0,1,
user_001060,sess_20240101_001060,2024-01-11,06:20:00,Android,New,Paid Social,1,1,0,0,0,10,
user_001061,sess_20240101_001061,2024-01-14,05:50:00,Android,Returning,Referral,1,1,1,0,0,3,
user_001062,sess_20240101_001062,2024-01-18,00:27:00,iOS,VIP,Organic,1,1,0,0,0,2,
user_001063,sess_20240101_001063,2024-01-10,06:55:00,iOS,New,Paid Social,1,1,0,0,0,2,
user_001064,sess_20240101_001064,2024-01-08,08:41:00,iOS,New,Organic,1,0,0,0,0,4,
user_001065,sess_20240101_001065,2024-01-01,13:09:00,iOS,Returning,Email,1,1,0,0,0,4,
user_001066,sess_20240101_001066,2024-01-16,02:17:00,Android,Returning,Organic,1,1,1,0,0,1,
user_001067,sess_20240101_001067,2024-01-02,19:53:00,iOS,New,Email,1,0,0,0,0,9,
user_001068,sess_20240101_001068,2024-01-24,05:50:00,iOS,Returning,Referral,1,1,0,0,0,6,
user_001069,sess_20240101_001069,2024-01-03,00:44:00,Android,New,Referral,1,0,0,0,0,7,
user_001070,sess_20240101_001070,2024-01-27,03:40:00,Android,New,Paid Social,1,0,0,0,0,3,
user_001071,sess_20240101_001071,2024-01-17,07:14:00,iOS,Returning,Email,1,0,0,0,0,4,
user_001072,sess_20240101_001072,2024-01-12,11:16:00,Android,Returning,Email,1,1,0,0,0,3,
user_001073,sess_20240101_001073,2024-01-26,21:34:00,iOS,VIP,Referral,1,1,1,1,0,5,
user_001074,sess_20240101_001074,2024-01-31,08:01:00,iOS,VIP,Organic,1,1,1,0,0,4,
user_001075,sess_20240101_001075,2024-01-22,05:30:00,iOS,VIP,Referral,1,1,1,0,0,5,
user_001076,sess_20240101_001076,2024-01-09,15:07:00,Android,New,Referral,1,1,0,0,0,1,
user_001077,sess_20240101_001077,2024-01-20,07:47:00,iOS,Returning,Paid Social,1,1,1,0,0,1,
user_001078,sess_20240101_001078,2024-01-12,01:03:00,iOS,New,Paid Social,1,1,0,0,0,5,
user_001079,sess_20240101_001079,2024-01-04,15:24:00,iOS,New,Paid Social,1,0,0,0,0,6,
user_001080,sess_20240101_001080,2024-01-13,02:58:00,iOS,Returning,Organic,1,1,0,0,0,1,
user_001081,sess_20240101_001081,2024-01-25,04:59:00,Android,New,Paid Social,1,1,0,0,0,1,
user_001082,sess_20240101_001082,2024-01-17,18:41:00,Android,Returning,Paid Social,1,1,0,0,0,4,
